"number","opened_at","caller_id","short_description","priority","state","assignment_group","assigned_to","sys_updated_on","close_notes"
"INC0158473","2025-06-28 02:07:47","SolarWinds ","Critical: Open - Application ""Linux Memory Monitoring Perl"" on ""iil-dev.xdxinc.net"" is currently WarningThe application Linux Memory Monitoring Perl on iil-de","3 - Moderate","Closed","CDNA Stratogent","Sudheesh Balakrishna (C)","2025-06-30 05:00:00","Upon validation the application ""Linux Memory Monitoring Perl"" on ""iil-dev.xdxinc.net"" is currently up and running fine.

The component of this application Free memory (kB) is also up.

As we received closure alert from SolarWinds, no further action required. Hence, marking the ticket for closure."
"INC0158471","2025-06-27 22:59:22","Dharma Sanjyal","Unable to Login to SAX","1 - Critical","Closed","CDNA Stratogent","Anbalagan Dayananth (C)","2025-06-30 00:00:00","The SAX application returned to normal operation without any troubleshooting, which may have been caused by temporary network latency. User has confirmed the same over the mail however verified the same with the user over the call and got confirmation that it is working as expected now considering the scenario ticket is good to be closed."
"INC0158450","2025-06-27 14:22:59","SolarWinds ","Critical: ALERT: azpwlabslimapp1 rebooted at 6/27/2025 2:20:00 PM","3 - Moderate","Closed","CDNA Stratogent","Chikkanti Mahesh (C)","2025-06-30 04:00:00","Hi team,

As per Kenny's update, this is a planned reboot.

Best regards,
Mahehs C"
"INC0158425","2025-06-27 11:29:22","SolarWinds ","Critical: ALERT: Diane rebooted at 6/21/2025 12:26:00 PM","3 - Moderate","Closed","CDNA Stratogent","Swaroop MS (C)","2025-06-29 13:00:01","We have identified that the issue was due to the default gateway being unreachable. After performing troubleshooting, we restored the connectivity by resolving the gateway reachability problem.
We are now able to ping and remotely access the servers without any issues
No further action is needed.
Hence marking this as closure.
PFA"
"INC0158408","2025-06-27 09:40:38","SolarWinds ","Critical : Open : Node ""Diane"" IP ""10.100.100.146"" is ""Down""  Alert description: Node ""Diane""  IP ""10.100.100.146""  is DownAlert Generated time  : 6/27/202","3 - Moderate","Closed","CDNA Stratogent","Swaroop MS (C)","2025-06-29 13:00:00","We have identified that the issue was due to the default gateway being unreachable. After performing troubleshooting, we restored the connectivity by resolving the gateway reachability problem.
We are now able to ping and remotely access the servers without any issues.
No further action is needed.
Hence marking this as closure.

Thanks,
Swaroop MS"
"INC0158404","2025-06-27 09:27:01","SolarWinds ","Critical: ALERT: STO-ODIN rebooted at 6/21/2025 11:47:00 AM","3 - Moderate","Closed","CDNA Stratogent","Varunsimha M P (C)","2025-06-29 20:00:00","On investigating, the ManageEngine has initiated the restart of computer STO-ODIN on behalf of user NT AUTHORITY\SYSTEM on 21-06-2025 as a part of patching activity and currently it is ""up and running,"" hence reducing the ticket priority and received this alert now due to some SolarWinds glitches. Further, no issues were found, hence closing this ticket."
"INC0158097","2025-06-24 12:13:53","SolarWinds ","Critical: Open: ALERT: Current packet loss for HQ-WiLine-GW is 50 %.Average Response time is 24 ms and is varying from 24 ms to 25 ms.","3 - Moderate","Closed","CDNA Stratogent","Sudheesh Balakrishna (C)","2025-06-26 19:00:02","As verified from the solarwinds HQ-WiLine-GW is up.

And able to ping without any ping loss, no further action required, moving ticket to closure."
"INC0158034","2025-06-24 07:53:41","SolarWinds ","Critical : Open : Node ""SQL01"" IP ""10.50.16.216"" is ""Down""  Alert description: Node ""SQL01""  IP ""10.50.16.216""  is DownAlert Generated time  : 6/24/2025 7:","3 - Moderate","Closed","CDNA Stratogent","Pompa Reddy (C)","2025-06-26 19:00:00","As update from Chris server has been turned off by him.

hence moving ticket to closure.
"
"INC0157848","2025-06-21 19:39:05","Dharma Sanjyal","AP samples not mapping to Htx plates","1 - Critical","Closed","CDNA Stratogent","Puneeth Nagaraj (C)","2025-06-23 22:00:00","Samples from cDNA plates are now abled to be mapped after the 2 plates were staged separately on a new run using new HTx plates."
"INC0157846","2025-06-21 18:42:35","Microsoft Azure NoReply","Azure: Activated Severity: 0 VM Availability  || azwe-dev-azdf04","3 - Moderate","Closed","CDNA Stratogent","Pasapula Dinesh (C)","2025-06-23 19:00:00","We have received a VM availability alert for ""azwe-dev-azdf04"" IP address ""10.50.56.5"".

Upon checking from Azure portal, This virtual machine was paused for 1.637000 seconds due to a memory-preserving Live Migration operation.
The VM is currently in ""Available"" state. Therefore, we are closing this incident.
"
"INC0157835","2025-06-21 15:10:04","SolarWinds ","Critical : Open : volume 'Sudersand-E:\ Label:Temporary Storage EA820BA2 ' on Node 'Sudersand' is in 'Unknown ' stateAn issue on an object you are monitoring","3 - Moderate","Closed","CDNA Stratogent","Anbalagan Dayananth (C)","2025-06-23 17:00:00","Tested the WMI connectivity test validation is passed vice versa, hence changed the Drive S.No  ticket is good to be closed."
"INC0157826","2025-06-21 12:25:55","Microsoft Azure NoReply","Azure: Activated Severity: 0 VM Availability_azie-bioseq01","3 - Moderate","Closed","CDNA Stratogent","Sudheesh Balakrishna (C)","2025-06-23 18:00:01","Upon validation, alert was due to discrepancy between the VM availability metric and Resource Health from Azure end as there can be delays in collecting or reporting metrics from Azure resources sometimes.

The server was rebooted 257 days back. as there was no real downtime observed hence marking the ticket to closure."
"INC0157825","2025-06-21 12:18:19","Microsoft Azure NoReply","Alert for Stockholm - New DHCP server detected","3 - Moderate","Closed","CDNA Stratogent","Riyas Muhammed (C)","2025-06-26 11:00:03","The DHCP server 10.100.100.12 is not rogue; it is intentionally configured as the DHCP server for VLAN 14 (Security Camera) via DHCP Relay.No action required

The alert was triggered likely because this is a newly added DHCP server or was recently detected for the first time by the switch.
"
"INC0157811","2025-06-21 09:24:52","SolarWinds ","Critical: ALERT: vm-it-jumphost rebooted at 6/21/2025 9:22:00 AM","3 - Moderate","Closed","CDNA Stratogent","Sudheesh Balakrishna (C)","2025-06-25 08:00:03","
The reboot was initiated as a part of monthly maintenance of Prod critical Sweden Servers—Azure Auto Patch (Security) & ManageEngine (Third-Party).

No Further action required as this is a planned activity.

Hence marking ticket to closure."
"INC0157810","2025-06-21 02:07:34","SolarWinds ","Critical: Open - Application ""Linux Memory Monitoring Perl"" on ""iil-dev.xdxinc.net"" is currently WarningThe application Linux Memory Monitoring Perl on iil-de","3 - Moderate","Closed","CDNA Stratogent","Varunsimha M P (C)","2025-06-23 03:00:00","The application is ""up and running fine,"" and the component ""Free memory (kB)"" came to normal. Additionally, we have received the recovery alert; further, no issues were found, hence closing this incident."
"INC0157804","2025-06-20 22:18:41","SolarWinds ","Critical : Open : Node ""ttp-la-sdn-ecxs-01"" IP ""10.98.98.98"" is ""Down""  Alert description: Node ""ttp-la-sdn-ecxs-01""  IP ""10.98.98.98""  is DownAlert Genera","3 - Moderate","Closed","CDNA Stratogent","Pasapula Dinesh (C)","2025-06-22 23:00:01","Upon Verifying from SolarWinds, Node ""ttp-la-sdn-ecxs-01"" IP ""10.98.98.98"" is ""UP"" .

Additionally, we have received cleared alert.

Moving the ticket to Closure.
"
"INC0157803","2025-06-20 20:17:43","Microsoft Azure NoReply","Azure: Activated Severity: 0 VM Availibity azpwprdslimapp1","3 - Moderate","Closed","CDNA Stratogent","Pasapula Dinesh (C)","2025-06-23 19:00:01","
 However, upon checking we could see that the VM is Up and running. Resource Health is Available and, we don't see any reboots or down time observed.

Suspecting discrepancy between the VM availability metric and Resource Health from Azure end as there can be delays in collecting or reporting metrics from Azure resources sometimes.

Where the metric shows a downtime, but Resource Health showing ""Available"" status, potentially triggering an alert.

 This could happen due to temporary issues within the Azure monitoring or network latency. We will proceed with ticket closure for now.

"
"INC0157798","2025-06-20 17:46:15","Microsoft Azure NoReply","Azure: Activated Severity: 0 VM Availibility  lims-sql-prd1","3 - Moderate","Closed","CDNA Stratogent","Sanjay Kumar (C)","2025-06-22 18:00:01","Hi Team ,

Upon checking, the lims-sql-prd1 servers is up and running fine. 

There is no reboot. 

PFA 

Thanks & Regards 
Sanjay s"
"INC0157797","2025-06-20 15:48:15","Microsoft Azure NoReply","Azure: Activated Severity: 0 VM Availibiltiy  LIMS-SQL-DEVLAB","3 - Moderate","Closed","CDNA Stratogent","Sanjay Kumar (C)","2025-06-22 17:00:00","
Upon checking, the server is up and running fine.

There is no reboot from the server end. "
"INC0157722","2025-06-20 06:39:04","SolarWinds ","Critical : Open : Node ""SFO-ORADBS02a"" IP ""10.50.16.235"" is ""Down""  Alert description: Node ""SFO-ORADBS02a""  IP ""10.50.16.235""  is DownAlert Generated time","3 - Moderate","Closed","CDNA Stratogent","Swaroop MS (C)","2025-06-22 08:00:00","On checking the server from the Azure portal, the server is in stopped state, which is done by cremy@caredx.com as planned activity hence reducing the ticket priority and closing this incident.
 
PFA
"
"INC0157721","2025-06-20 06:38:03","SolarWinds ","Critical: Open: ALERT: Current packet loss for SFO-ORADBS02a is 70 %.Average Response time is 0 ms and is varying from 0 ms to 1 ms.","3 - Moderate","Closed","CDNA Stratogent","Swaroop MS (C)","2025-06-22 08:00:03","On checking the server from the Azure portal, the server is in stopped state, which is done by cremy@caredx.com as planned activity hence reducing the ticket priority and closing this incident.
 
PFA"
"INC0157720","2025-06-20 06:29:03","SolarWinds ","Critical : Open : Node ""BenQtype-2"" IP ""10.50.16.236"" is ""Down""  Alert description: Node ""BenQtype-2""  IP ""10.50.16.236""  is DownAlert Generated time  : 6/","3 - Moderate","Closed","CDNA Stratogent","Varunsimha M P (C)","2025-06-22 08:00:03","On checking the server from the Azure portal, the server is in a stopped state, which was done by cremy@caredx.com as planned activity, hence reducing the ticket priority and closing this incident."
"INC0157718","2025-06-20 06:28:03","SolarWinds ","Critical: Open: ALERT: Current packet loss for BenQtype-2 is 80 %.Average Response time is 0 ms and is varying from 0 ms to 0 ms.","3 - Moderate","Closed","CDNA Stratogent","Varunsimha M P (C)","2025-06-22 08:00:04","Resolution notes copied from Parent Incident: On checking the server from the Azure portal, the server is in a stopped state, which was done by cremy@caredx.com as planned activity, hence reducing the ticket priority and closing this incident.
Incident 'INC0157718' closed based on closure of task 'INC0157720'

On checking the server from the Azure portal, the server is in a stopped state, which was done by cremy@caredx.com as planned activity, hence reducing the ticket priority and closing this incident."
"INC0157850","2025-06-21 22:38:18","Dharma Sanjyal","Unable to  retrieve SAX result for Assay plates","1 - Critical","Closed","CDNA Stratogent","Puneeth Nagaraj (C)","2025-06-24 00:00:00","As confirmed by the user, he is able to get results from SAX post Swair from LIMs Team made changes on the database. Changed the status of the plate, corrected the format to uppercase for all the plates. 

Closing the ticket."
"INC0157854","2025-06-22 04:02:56","SolarWinds ","Critical: Open - Application ""Windows Server 2003-2012 Services and Counters"" on ""HALFDOME"" is currently CriticalThe application Windows Server 2003-2012 Serv","3 - Moderate","Closed","CDNA Stratogent","Varunsimha M P (C)","2025-06-24 06:00:00","The application is ""up and running fine,"" and the component % Processor Time came to normal. Additionally, we have received the recovery alert; further, no issues were found, hence closing this incident."
"INC0158033","2025-06-24 07:52:40","SolarWinds ","Critical: Open: ALERT: Current packet loss for SQL01 is 80 %.Average Response time is 0 ms and is varying from 0 ms to 0 ms.","3 - Moderate","Closed","CDNA Stratogent","Pompa Reddy (C)","2025-06-26 19:00:01","Resolution notes copied from Parent Incident: As update from Chris server has been turned off by him.

hence moving ticket to closure.

Incident 'INC0158033' closed based on closure of task 'INC0158034'

As update from Chris server has been turned off by him.

hence moving ticket to closure.
"
"INC0158031","2025-06-24 07:38:03","SolarWinds ","Critical: Open - Application ""Windows Server 2003-2012 Services and Counters"" on ""Prometheus2"" is currently WarningThe application Windows Server 2003-2012 Se","3 - Moderate","Closed","CDNA Stratogent","Sinchana Narendra (C)","2025-06-26 09:00:01","Upon checking, Application ""Windows Server 2003-2012 Services and Counters"" on ""Prometheus2"" is Up

we found that the application and services are running properly.

Logical Disk: Avg. Disk Queue Length(Up)
Physical Disk: Avg. Disk Queue Length(Up)

Therefore, we are closing this ticket."
"INC0158017","2025-06-23 20:58:53","Microsoft Azure NoReply","Azure: Activated Severity: 1 caredx deamon portal - health check status","3 - Moderate","Closed","CDNA Stratogent","Pasapula Dinesh (C)","2025-06-25 22:00:01","Post restarting the app-care-portal-daemon-prod web service, the Daemon app portal is now healthy. Additionally, we've received a deactivation alert for the same. Further, no issues were found, hence marking this ticket for closure."
"INC0157978","2025-06-23 12:56:59","Guna Sekhar (C)","Remove  decommissioned servers from monitoring.","4 - Low","Closed","CDNA Stratogent","Anushree V (C)","2025-06-26 05:00:00","Hi Team,

As per the request, we have removed the decommissioned servers from monitoring."
"INC0157963","2025-06-23 11:50:59","Microsoft Azure NoReply","Azure: Activated Severity: 0 VM Availability dev-adf-rpt01","3 - Moderate","Closed","CDNA Stratogent","Anbalagan Dayananth (C)","2025-06-25 13:00:03","We had received VM Availability alert for dev-adf-rpt01

 However, upon checking we could see that the VM is Up and running. Resource Health is Available, and we don't have access to login and check further could see the event was initiated from inside the machine no action required at this point of time. 
 
Suspecting discrepancy between the VM availability metric and Resource Health from Azure end as there can be delays in collecting or reporting metrics from Azure resources sometimes.
Where the metric shows a downtime, but Resource Health showing ""Available"" status, potentially triggering an alert.
 
This could happen due to temporary issues within the Azure monitoring or network latency. We will proceed with ticket closure for now.
"
"INC0157950","2025-06-23 10:55:28","SolarWinds ","Critical: Open - Application ""Web links under outsys-prod"" on ""outsys-prod.xdxinc.net"" is currently Down","3 - Moderate","Closed","CDNA Stratogent","Sudheesh Balakrishna (C)","2025-06-25 12:00:00","Upon Validation, the application Web links under outsys-prod on outsys-prod.xdxinc.net (10.125.144.16) is currently in a state up.

Also, the component of this application HTTP Monitor is also up.

As we received closure from SolarWinds, no further action required. Hence marking the ticket for closure."
"INC0157910","2025-06-23 07:54:02","SolarWinds ","Critical: ALERT: bioseq01 rebooted at 5/4/2025 6:45:00 PM","3 - Moderate","Closed","CDNA Stratogent","Pompa Reddy (C)","2025-06-25 09:00:04","As checked from both the OS end and the Azure end, we can see that the uptime is 49 days, with no reboot events. Seems like a false alert.

Additionally, the alert has been cleared; hence, closing the ticket."
"INC0157907","2025-06-23 07:52:13","SolarWinds ","Critical: Open: ALERT: Current packet loss for iil-dev.xdxinc.net is 100 %.Average Response time is -1 ms and is varying from -2 ms to -2 ms.","3 - Moderate","Closed","CDNA Stratogent","Swaroop MS (C)","2025-06-25 09:00:03","Hi Team,

Upon checking, we are able to ping the server and found no loss.

No further action is needed.

Hence closing this ticket to closure.

PFA

"
"INC0157870","2025-06-23 04:10:20","Guna Sekhar (C)","Verification of Sweden firewall were added to monitoring","5 - Planning","Closed","CDNA Stratogent","Swaroop MS (C)","2025-06-29 10:00:06","John said that he is aware of it. He will take care of it and can be ignored for now.

No further action is needed.

Hence marking this ticket to closure."
"INC0157865","2025-06-22 22:11:59","SolarWinds ","Critical: Open: ALERT: Current packet loss for ttp-ms-sdn-ecxs-01 is 70 %.Average Response time is 76 ms and is varying from 69 ms to 90 ms.","3 - Moderate","Closed","CDNA Stratogent","Pasapula Dinesh (C)","2025-06-25 03:00:00","Upon verifying from SolarWinds, node ttp-ms-sdn-ecxs-01 is up.

Additionally, we received cleared alerts from SolarWinds,

Moving the ticket to closure."
"INC0157864","2025-06-22 21:18:26","SolarWinds ","Critical: ALERT: SFOSAVIOM01 rebooted at 6/22/2025 9:16:00 PM","3 - Moderate","Closed","CDNA Stratogent","Pasapula Dinesh (C)","2025-06-25 08:00:00","Hi Team,

Due to patching activity, server got rebooted.
Moving the ticket to closure."
"INC0157860","2025-06-22 17:27:42","SolarWinds ","Critical: Open: ALERT: Current packet loss for ssfdc01 is 60 %.Average Response time is 33 ms and is varying from 28 ms to 41 ms.","3 - Moderate","Closed","CDNA Stratogent","Sudheesh Balakrishna (C)","2025-06-25 02:00:00","We are able to ping ssfdc01 with 0% loss,

additionally, we received cleared alert. moving the ticket to closure."
"INC0157858","2025-06-22 16:29:40","SolarWinds ","Critical: ALERT: BIRDROCK2019 rebooted at 6/22/2025 4:28:00 PM","3 - Moderate","Closed","CDNA Stratogent","Sudheesh Balakrishna (C)","2025-06-25 08:00:04","We received the reboot alert for BIRDROCK2019due to the patching activity.
Hence the server is up and running firn.

Closing the ticket.
"
"INC0157857","2025-06-22 16:23:34","SolarWinds ","Critical: ALERT: ussj-prd-stngry rebooted at 6/22/2025 4:22:00 PM","3 - Moderate","Closed","CDNA Stratogent","Sudheesh Balakrishna (C)","2025-06-25 08:00:02","We received the reboot alert for ussj-prd-stngry due to the patching activity.
Hence the server is up and running fine.

Closing the ticket."
"INC0157855","2025-06-22 07:07:57","SolarWinds ","Critical: Open - Application ""Windows Server 2019 Services and Counters"" on ""HALFDOME"" is currently CriticalThe application Windows Server 2019 Services and C","3 - Moderate","Closed","CDNA Stratogent","Varunsimha M P (C)","2025-06-24 08:00:01","The application is ""up and running fine,"" and the component % Processor Time came to normal. Additionally, we have received the recovery alert; further, no issues were found, hence closing this incident."
"INC0157711","2025-06-20 05:21:06","SolarWinds ","Critical : Open : volume 'YellowDC01-C:\ Label: EA7F372F ' on Node 'YellowDC01' is in 'Unreachable ' stateAn issue on an object you are monitoring occurred at","5 - Planning","Closed","CDNA Stratogent","Swaroop MS (C)","2025-06-29 10:00:07","Hi Team,

Server is going to be decommission, no further action is needed.

Hence marking this as closure.

 REF-CHG0032745 - Decommissioning of DC server || YellowDC01
Incident 'INC0157711' closed based on closure of task 'INC0157705'

Following John's troubleshooting, the alerts have cleared, and the devices are back under monitoring in SolarWinds.

No further action is needed.

Hence closing this ticket.

PFA
"
"INC0157568","2025-06-18 11:32:01","Guna Sekhar (C)","Multiple disk Unknown for the server tst-labfiles1.","3 - Moderate","Closed","CDNA Stratogent","Sanjay Kumar (C)","2025-06-25 00:00:00","Hi Team,

Upon verification, WMI connectivity is functioning as expected:

WMI connection from tst-labfiles1 to the SolarWinds servers was successful.
WMI test from SolarWinds servers to tst-labfiles1 also completed successfully.
The service account SVC_SolarWinds is confirmed to be a member of the Administrators group on both ends.
Additionally, the WMI test from within the SolarWinds console was successful.

No issues were identified during the checks.

PFA .

Thanks & Regards
sanjay s"
"INC0156653","2025-06-08 02:13:02","SolarWinds ","Critical: Open - Application ""Windows Server 2003-2012 Services and Counters"" on ""Prometheus2"" is currently CriticalThe application Windows Server 2003-2012 S","3 - Moderate","Closed","CDNA Stratogent","Pasapula Dinesh (C)","2025-06-10 03:00:01","The application Windows Server 2003-2012 Services and Counters on Prometheus2 (10.50.16.223) is ""UP"".

The following is a list of components in this application is ""UP""

Logical Disk: Avg. Disk Queue Length(UP)
Physical Disk: Avg. Disk Queue Length(UP)

PFA

Additionally, we received cleared alert, moving the ticket to closure.

"
"INC0156671","2025-06-09 06:17:45","SolarWinds ","Critical : Open : Node ""SRVR-PHK-2016"" IP ""10.50.16.208"" is ""Down""  Alert description: Node ""SRVR-PHK-2016""  IP ""10.50.16.208""  is DownAlert Generated time","3 - Moderate","Closed","CDNA Stratogent","Anbalagan Dayananth (C)","2025-06-11 08:00:00","Got an update from Chris it was powered off by him has confirmed over the mail communication we are good to close the ticket."
"INC0156736","2025-06-09 12:14:12","Oyuna Batbayar","Clarity Aliqout check finish step error","5 - Planning","Closed","CDNA Stratogent","Puneeth Nagaraj (C)","2025-06-12 11:00:01","Closing the ticket as duplicate of - INC0156739 - Clarity Aliqout check finish step error"
"INC0156739","2025-06-09 12:24:53","Kaitlyn Arribas-Layton","Clarity Aliqout check finish step error","1 - Critical","Closed","CDNA Stratogent","Puneeth Nagaraj (C)","2025-06-11 14:00:00","The user was able to finish the aliquot check step and confirmed the same over email. Hence closing the ticket."
"INC0156740","2025-06-09 12:26:45","Puneeth Nagaraj (C)","Re: Clarity Aliqout check finish step error","5 - Planning","Closed","CDNA Stratogent","Puneeth Nagaraj (C)","2025-06-11 14:00:02","Resolution notes copied from Parent Incident: The user was able to finish the aliquot check step and confirmed the same over email. Hence closing the ticket.
Incident 'INC0156740' closed based on closure of task 'INC0156739'

The user was able to finish the aliquot check step and confirmed the same over email. Hence closing the ticket."
"INC0156743","2025-06-09 12:49:54","Puneeth Nagaraj (C)","Re: Clarity Aliqout check finish step error","5 - Planning","Closed","CDNA Stratogent","Puneeth Nagaraj (C)","2025-06-11 14:00:02","Resolution notes copied from Parent Incident: The user was able to finish the aliquot check step and confirmed the same over email. Hence closing the ticket.
Incident 'INC0156743' closed based on closure of task 'INC0156739'

The user was able to finish the aliquot check step and confirmed the same over email. Hence closing the ticket."
"INC0156788","2025-06-09 20:33:16","SolarWinds ","Critical: Open: ALERT: Current packet loss for fml-mdf11-fw1-f1120-01 is 90 %.Average Response time is 214 ms and is varying from 214 ms to 214 ms.","3 - Moderate","Closed","CDNA Stratogent","Sudheesh Balakrishna (C)","2025-06-11 22:00:02","We are able to successfully ping the node with 0% packet loss

Also, the node status is up in SolarWinds Console.

Hence reducing the ticket and marking the ticket to closure as the alert may be due the high latency between the node and the SolarWinds server."
"INC0156789","2025-06-09 20:33:20","SolarWinds ","Critical: Open: ALERT: Current packet loss for fml-mdf11-acc-ms250-04 is 60 %.Average Response time is 218 ms and is varying from 211 ms to 230 ms.","3 - Moderate","Closed","CDNA Stratogent","Sudheesh Balakrishna (C)","2025-06-11 22:00:01","We are able to successfully ping the node with 0% packet loss

Also, the node status is up in SolarWinds Console.

Hence reducing the ticket and marking the ticket to closure as the alert may be due the high latency between the node and the SolarWinds server."
"INC0156790","2025-06-09 20:33:24","SolarWinds ","Critical: Open: ALERT: Current packet loss for Fremantle ISP is 50 %.Average Response time is 208 ms and is varying from 208 ms to 210 ms.","3 - Moderate","Closed","CDNA Stratogent","Sudheesh Balakrishna (C)","2025-06-11 22:00:00","We are able to successfully ping the node with 0% packet loss

Also, the node status is up in SolarWinds Console.

Hence reducing the ticket and marking the ticket to closure as the alert may be due the high latency between the node and the SolarWinds server."
"INC0156670","2025-06-09 06:16:05","SolarWinds ","Critical: Open: ALERT: Current packet loss for SRVR-PHK-2016 is 50 %.Average Response time is 0 ms and is varying from 0 ms to 1 ms.","3 - Moderate","Closed","CDNA Stratogent","Anbalagan Dayananth (C)","2025-06-11 08:00:01","Resolution notes copied from Parent Incident: Got an update from Chris it was powered off by him has confirmed over the mail communication we are good to close the ticket.
Incident 'INC0156670' closed based on closure of task 'INC0156671'

Got an update from Chris it was powered off by him has confirmed over the mail communication we are good to close the ticket."
"INC0156664","2025-06-08 21:08:16","SolarWinds ","Critical: Open - Application ""Windows Server 2016 Services and Counters"" on ""Jaws"" is currently CriticalThe application Windows Server 2016 Services and Count","3 - Moderate","Closed","CDNA Stratogent","Sudheesh Balakrishna (C)","2025-06-10 22:00:01","Upon validation, the application ""Windows Server 2016 Services and Counters"" on ""Jaws"" is currently up and running fine.

Also, the components of this application, Physical Disk: Avg. Disk Queue Length and Logical Disk: Avg. Disk Queue Length are up.

As we received closure alert from SolarWinds, hence marking the ticket to closure."
"INC0156654","2025-06-08 07:48:07","SolarWinds ","Critical: Open - Application ""https://caredxportal.com"" on ""caredxportal.com"" is currently Down","3 - Moderate","Closed","CDNA Stratogent","Pasapula Dinesh (C)","2025-06-10 08:00:01","The application https://caredxportal.com on caredxportal.com (13.107.213.40) is ""UP"".

The following is a list of components in this application is ""UP"".

https://caredxportal.com(UP)

Additionally, we received cleared alert, moving the ticket to closure."
"INC0156655","2025-06-08 15:16:11","SolarWinds ","Critical: Open: ALERT: Current packet loss for outsys-prod.xdxinc.net is 80 %.Average Response time is 25 ms and is varying from 25 ms to 25 ms.","3 - Moderate","Closed","CDNA Stratogent","Puneeth Nagaraj (C)","2025-06-10 16:00:02","The server was rebooted as part of the weekly planned reboot activity, its up and running fine now, closing the ticket.
Incident 'INC0156655' closed based on closure of task 'INC0156657'

The server was rebooted as part of the weekly planned reboot activity, its up and running fine now, closing the ticket."
"INC0156656","2025-06-08 15:17:13","SolarWinds ","Critical : Open : Node ""outsys-prod.xdxinc.net"" IP ""10.125.144.16"" is ""Down""  Alert description: Node ""outsys-prod.xdxinc.net""  IP ""10.125.144.16""  is Down","3 - Moderate","Closed","CDNA Stratogent","Puneeth Nagaraj (C)","2025-06-10 16:00:00","The server was rebooted as part of the weekly planned reboot activity, its up and running fine now, closing the ticket."
"INC0156657","2025-06-08 15:18:41","SolarWinds ","Critical: ALERT: outsys-prod.xdxinc.net rebooted at 6/8/2025 3:15:00 PM","3 - Moderate","Closed","CDNA Stratogent","Puneeth Nagaraj (C)","2025-06-10 16:00:00","The server was rebooted as part of the weekly planned reboot activity, its up and running fine now, closing the ticket."
"INC0156660","2025-06-08 17:22:50","Microsoft Azure NoReply","Azure: Activated Severity: 0 VM availiabity || vm-mappro-mms-1-prod","3 - Moderate","Closed","CDNA Stratogent","Varunsimha M P (C)","2025-06-10 18:00:00","Since we don't have access to RDP on the server, upon checking from the Azure portal, it is confirmed that due to patching activity, the server has been rebooted; however, currently it is up and running fine, hence moving this ticket for closure."
"INC0156661","2025-06-08 17:27:26","Microsoft Azure NoReply","Azure: Activated Severity: 0 VM availabity || vm-mappro-rpc-1-prod","3 - Moderate","Closed","CDNA Stratogent","Puneeth Nagaraj (C)","2025-06-10 18:00:01","We could see that mappro servers are configured in Azure update manager to be scheduled to Run, hence patches have been deployed on vm-mappro-rpc-1-prod. Closing the ticket as the resource health is Available now."
"INC0156662","2025-06-08 17:28:30","Microsoft Azure NoReply","Azure: Activated Severity: 0 VM availabity || vm-mappro-hybrid-worker-prod","3 - Moderate","Closed","CDNA Stratogent","Varunsimha M P (C)","2025-06-10 18:00:01","Since we don't have access to RDP on the server, upon checking from the Azure portal, it is confirmed that due to patching activity, the server has been rebooted; however, currently it is up and running fine, hence moving this ticket for closure."
"INC0156663","2025-06-08 19:02:41","SolarWinds ","Critical: Open - Application ""SSL Certificate"" on ""STO-VCENTER01"" is currently Down","3 - Moderate","Closed","CDNA Stratogent","Sudheesh Balakrishna (C)","2025-06-10 22:00:00","Upon validation, the application SSL Certificate on STO-VCENTER01 (10.100.100.230) is currently in a state ""up"".

Also, the component of the application HTTPS Monitor is up.

As we received closure alert from SolarWinds, hence marking the ticket to closure."
"INC0156791","2025-06-09 20:33:29","SolarWinds ","Critical: Open: ALERT: Current packet loss for fml-mdf11-acc-ms250-03 is 80 %.Average Response time is 216 ms and is varying from 213 ms to 220 ms.","3 - Moderate","Closed","CDNA Stratogent","Sudheesh Balakrishna (C)","2025-06-11 22:00:02","We are able to successfully ping the node with 0% packet loss

Also, the node status is up in SolarWinds Console.

Hence reducing the ticket and marking the ticket to closure as the alert may be due the high latency between the node and the SolarWinds server."
"INC0156792","2025-06-09 20:33:33","SolarWinds ","Critical : Open : Node ""fml-mdf11-fw1-f1120-01"" IP ""192.168.1.249"" is ""Down""  Alert description: Node ""fml-mdf11-fw1-f1120-01""  IP ""192.168.1.249""  is Down","3 - Moderate","Closed","CDNA Stratogent","Sudheesh Balakrishna (C)","2025-06-11 21:00:00","We are able to successfully ping the node with 0% packet loss

Also, the node status is up in SolarWinds Console.

Hence reducing the ticket and marking the ticket to closure as the alert may be due the high latency between the node and the SolarWinds server."
"INC0156799","2025-06-10 02:09:18","SolarWinds ","Critical: Open - Application ""Linux Memory Monitoring Perl"" on ""iil-dev.xdxinc.net"" is currently WarningThe application Linux Memory Monitoring Perl on iil-de","3 - Moderate","Closed","CDNA Stratogent","Sinchana Narendra (C)","2025-06-14 03:00:00","Upon verifying the URL in SolarWinds, we found that Application ""Linux Memory Monitoring Perl"" on ""iil-dev.xdxinc.net"" up and running fine.
All the application and services up and running fine .
No further action required.
Since the alert is also cleared, we are good to close the ticket."
"INC0157069","2025-06-12 13:58:04","Microsoft Azure NoReply","Azure: Activated Severity: 0 Available memory_Critical vm-eis-dev-wus2-1","3 - Moderate","Closed","CDNA Stratogent","Pompa Reddy (C)","2025-06-14 17:00:02","The available memory has been increased to 68%. 

Additionally we have received the recovery alert further no issues were found hence closing this ticket."
